acquireload,snappycomp,crc32c,fill100K,readreverse_wComp,readseq_wComp,fillseq,readrandom_wComp,readreverse,readseq,readrandom,overwrite,snappyuncomp,fillrandom,fillsync,
throughputs
2.538071,2.544529,2.475247,2.577320,2.531646,2.570694,2.551020,2.557545,2.544529,2.570694,2.544529,2.557545,2.531646,2.597403,2.544529,2.570694,2.597403,2.544529,2.551020,2.570694,
0.179437,0.177148,0.179308,0.179083,0.180278,0.180050,0.180018,0.177148,0.182815,0.183117,0.179244,0.182849,0.176585,0.182315,0.177336,0.179308,0.183050,0.179759,0.180245,0.180505,
0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,0.031250,
0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,0.010000,
3.257329,3.236246,3.215434,3.257329,3.174603,3.184713,3.267974,3.311258,3.289474,3.289474,3.257329,3.194888,3.267974,3.289474,3.278688,3.246753,3.300330,3.289474,3.300330,3.278688,
4.672897,4.672897,4.739336,4.651163,4.651163,4.629630,4.716981,4.739336,4.716981,4.716981,4.672897,4.629630,4.739336,4.761905,4.739336,4.694836,4.716981,4.716981,4.716981,4.716981,
0.241138,0.261643,0.230097,0.246245,0.194062,0.298151,0.256674,0.253165,0.375375,0.341763,0.246305,0.261712,0.375094,0.370508,0.253100,0.259943,0.372024,0.367242,0.246305,0.375799,
0.261643,0.267451,0.269906,0.263158,0.264620,0.257865,0.264620,0.269179,0.269614,0.263435,0.262674,0.262950,0.264550,0.266667,0.269107,0.262398,0.261849,0.265393,0.263574,0.267094,
2.732240,2.865330,2.816901,2.849003,2.754821,2.801121,2.824859,2.808989,2.801121,2.840909,2.793296,2.808989,2.808989,2.849003,2.840909,2.732240,2.865330,2.857143,2.824859,2.824859,
4.016064,4.219409,4.166667,4.132231,3.952569,4.115226,4.201681,4.132231,4.132231,4.081633,4.081633,4.032258,4.065041,4.201681,4.184101,4.000000,4.219409,4.132231,4.048583,4.166667,
0.123579,0.204207,0.186116,0.209600,0.135888,0.211060,0.180245,0.203087,0.124953,0.206016,0.145243,0.200521,0.138255,0.210659,0.137212,0.202634,0.188608,0.211416,0.191975,0.207727,0.127178,0.205592,0.171086,0.206228,0.190803,0.208855,0.186150,0.206016,0.136351,0.200481,0.142207,0.209030,0.190694,0.209030,0.186324,0.211238,0.127681,0.206228,0.188679,0.210926,
0.054502,0.161238,0.067422,0.056057,0.054681,0.062747,0.075494,0.062547,0.228624,0.223115,0.061694,0.061151,0.214731,0.221533,0.071352,0.054142,0.227842,0.228154,0.075335,0.227583,
1.331558,1.312336,1.314060,1.310616,1.326260,1.310616,1.329787,1.293661,1.322751,1.324503,1.319261,1.288660,1.362398,1.329787,1.305483,1.381216,1.300390,1.305483,1.322751,1.295337,
0.157406,0.173250,0.162180,0.158453,0.119161,0.180213,0.192419,0.181357,0.283366,0.275558,0.189143,0.196502,0.278474,0.281373,0.189215,0.177022,0.282805,0.285144,0.155015,0.279252,
0.000506,0.000595,0.000585,0.000593,0.000578,0.000587,0.000597,0.000583,0.000550,0.000534,0.000563,0.000580,0.000525,0.000557,0.000511,0.000562,0.000572,0.000554,0.000564,0.000539,
bandwidths
1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,1000.000000,
700.900024,692.000000,700.500000,699.599976,704.299988,703.400024,703.200012,692.000000,714.099976,715.200012,700.200012,714.299988,689.799988,712.200012,692.700012,700.400024,715.000000,702.200012,704.099976,705.200012,
2351.399902,2360.899902,2345.800049,2360.899902,2352.800049,2364.699951,2347.399902,2344.899902,2297.300049,2355.100098,2344.600098,2362.800049,2365.500000,2361.600098,2356.399902,2342.800049,2363.699951,2319.699951,2359.100098,2312.100098,
20.700001,119.300003,20.299999,14.300000,19.500000,38.000000,17.299999,20.000000,117.800003,113.500000,21.500000,21.700001,116.900002,118.199997,19.299999,16.200001,115.199997,119.400002,19.200001,118.000000,
360.100006,357.600006,356.200012,360.799988,351.000000,352.600006,360.899994,366.399994,363.899994,363.399994,360.500000,353.000000,362.000000,364.000000,362.700012,358.799988,365.100006,363.500000,365.000000,362.299988,
516.900024,516.799988,524.599976,514.299988,514.299988,513.000000,521.500000,524.799988,521.599976,522.599976,516.200012,511.299988,525.000000,525.700012,523.900024,519.700012,522.299988,522.900024,521.599976,521.500000,
26.700001,28.900000,25.500000,27.200001,21.500000,33.000000,28.400000,28.000000,41.500000,37.799999,27.200001,29.000000,41.500000,41.000000,28.000000,28.799999,41.200001,40.599998,27.299999,41.599998,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
302.399994,316.899994,311.500000,315.100006,304.600006,309.500000,312.600006,310.500000,309.899994,314.399994,308.799988,311.100006,310.600006,315.399994,314.700012,302.299988,317.100006,316.299988,312.899994,312.899994,
444.399994,467.600006,460.100006,457.000000,437.799988,454.899994,465.500000,456.600006,457.000000,451.899994,452.399994,446.299988,449.799988,464.000000,462.000000,442.299988,467.100006,456.200012,448.200012,460.799988,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
6.000000,17.799999,7.500000,6.200000,6.000000,6.900000,8.400000,6.900000,25.299999,24.700001,6.800000,6.800000,23.799999,24.500000,7.900000,6.000000,25.200001,25.200001,8.300000,25.200001,
5204.100098,5126.399902,5134.700195,5122.799805,5181.899902,5119.100098,5192.299805,5054.799805,5168.200195,5177.100098,5154.200195,5035.799805,5321.700195,5194.700195,5098.600098,5395.200195,5081.399902,5100.700195,5165.100098,5059.000000,
17.400000,19.200001,17.900000,17.500000,13.200000,19.900000,21.299999,20.100000,31.299999,30.500000,20.900000,21.700001,30.799999,31.100000,20.900000,19.600000,31.299999,31.500000,17.100000,30.900000,
0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,
